site,basin,sample_label,depth_mbsf,depth_composite_rmcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,source_record,dataset_doi,article_doi
ODP Site 1209,Pacific,"198-1209A-22H-4,59-61",203.3,224.74,57.388289,1.822,0.1313,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,65-67",203.35,224.79,57.394884,1.904,0.248,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,69-71",203.4,224.84,57.401479,1.9399,0.1435,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,75-77",203.45,224.89,57.408074,2.084,0.203,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,79-81",203.5,224.94,57.414669,1.9681,0.1749,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,85-87",203.55,224.99,57.421264,2.025,0.187,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,89-91",203.6,225.04,57.427859,2.0301,0.2144,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,95-97",203.65,225.09,57.434453999999995,2.002,0.109,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,99-101",203.7,225.14,57.441048,1.9832,0.0882,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,105-107",203.75,225.19,57.447643,2.036,0.068,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,109-111",203.8,225.24,57.454238,1.9721,0.2184,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,115-117",203.85,225.29,57.460833,1.968,-0.065,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,119-121",203.9,225.34,57.467428,1.8457,0.1915,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,125-127",203.95,225.39,57.474023,2.048,0.071,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,129-131",204,225.44,57.480618,1.9255,0.0736,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,135-137",204.05,225.49,57.487213000000004,1.961,0.02,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,139-141",204.1,225.54,57.493807999999994,1.852,0.1183,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,145-147",204.15,225.59,57.500403,2.245,0.303,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-4,148-150",204.19,225.63,57.505678999999994,1.8766,0.0979,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,5-7",204.25,225.69,57.513593,1.918,0.161,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,9-11",204.3,225.74,57.520188000000005,1.724,0.1262,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,15-17",204.35,225.79,57.526782,1.965,0.092,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,19-21",204.4,225.84,57.533377,1.8113,0.0641,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,25-27",204.45,225.89,57.539972,1.846,0.011,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,29-31",204.5,225.94,57.546567,1.794,-0.1113,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,35-37",204.55,225.99,57.55316199999999,1.851,-0.008,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,37-39",204.58,226.02,57.557119,1.8786,-0.0247,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,45-47",204.65,226.09,57.566352,1.785,-0.191,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,47-49",204.68,226.12,57.570309,1.8968,-0.122,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,55-57",204.75,226.19,57.579542000000004,1.983,0.154,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,59-61",204.8,226.24,57.586137,1.8683,0.1411,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,65-67",204.85,226.29,57.592732000000005,1.878,0.098,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,69-71",204.9,226.34,57.599326999999995,1.7492,0.0314,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,75-77",204.95,226.39,57.605922,1.977,0.159,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,79-81",205,226.44,57.612517,1.9325,-0.0129,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,85-87",205.05,226.49,57.619111,1.691,-0.09,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,95-97",205.15,226.59,57.632301,1.889,0.073,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,99-101",205.2,226.64,57.638896,1.6339,-0.0982,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,105-107",205.25,226.69,57.645491,1.848,-0.042,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,115-117",205.35,226.79,57.658680999999994,1.856,0.011,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,125-127",205.45,226.89,57.672603,1.974,0.08,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,130-132",205.51,226.95,57.681006000000004,1.7719,0.0376,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-22H-5,135-137",205.55,226.99,57.686607,1.798,-0.029,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,35-37",204.35,227.14,57.707612999999995,2.131,-0.043,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,55-57",204.55,227.34,57.735620000000004,2.358,0.178,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,59-61",204.6,227.39,57.742622000000004,1.9616,0.0296,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,65-67",204.65,227.44,57.749624000000004,2.203,-0.018,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,69-71",204.7,227.49,57.756625,2.1584,0.1942,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,75-77",204.75,227.54,57.763627,2.397,-0.049,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,79-81",204.8,227.59,57.770629,2.2075,0.1767,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,85-87",204.85,227.64,57.777631,2.206,-0.137,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,89-91",204.9,227.69,57.784633,2.091,0.0936,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,95-97",204.95,227.74,57.791635,2.268,0.318,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,99-101",205,227.79,57.798637,2.2507,0.2536,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,105-107",205.05,227.84,57.805638,2.209,0.336,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,109-111",205.1,227.89,57.81264,2.2708,0.1669,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,115-117",205.15,227.94,57.819642,2.155,0.304,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,119-121",205.2,227.99,57.826644,2.1177,0.2189,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,125-127",205.25,228.04,57.833646,2.298,0.235,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,129-131",205.3,228.09,57.840648,2.0832,0.0921,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,135-137",205.35,228.14,57.847649,2.274,0.304,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,139-141",205.4,228.19,57.854651,2.4361,-0.0617,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,145-147",205.45,228.24,57.861653,2.255,0.237,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-2,148-150",205.49,228.28,57.867255,1.8818,-0.1706,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,5-7",205.55,228.34,57.875657,2.143,0.307,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,9-11",205.6,228.39,57.882659,2.0869,0.262,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,15-17",205.65,228.44,57.889661,2.168,0.306,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,19-21",205.7,228.49,57.896662,1.9887,0.0999,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,25-27",205.75,228.54,57.903664,2.119,0.235,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,29-31",205.8,228.59,57.910666,2.0516,0.1608,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,35-37",205.85,228.64,57.917668,2.265,0.391,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,39-41",205.9,228.69,57.92467,2.1191,0.0786,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,45-47",205.95,228.74,57.931672,2.248,0.213,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,49-51",206,228.79,57.938673,2.0173,0.0309,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,55-57",206.05,228.84,57.945675,2.204,0.281,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,59-61",206.1,228.89,57.952677,2.1269,0.2668,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,65-67",206.15,228.94,57.959678999999994,2.063,-0.021,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,69-71",206.2,228.99,57.966680999999994,2.0134,-0.0759,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,75-77",206.25,229.04,57.973682999999994,2.203,0.365,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,79-81",206.3,229.09,57.980685,2.1924,0.1562,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,85-87",206.35,229.14,57.987686000000004,2.154,0.197,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,89-91",206.4,229.19,57.994688000000004,2.1065,0.235,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,95-97",206.45,229.24,58.00169,2.111,-0.34,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,99-101",206.5,229.29,58.008692,2.067,0.2562,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,105-107",206.55,229.34,58.015694,2.326,0.057,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,109-111",206.6,229.39,58.022696,2.1787,0.2311,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,115-117",206.65,229.44,58.029697,2.27,0.374,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,119-121",206.7,229.49,58.036699,2.2489,0.1485,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,125-127",206.75,229.54,58.043701,2.334,0.228,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,129-131",206.8,229.59,58.050703,2.0418,0.0756,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,135-137",206.85,229.64,58.057705,1.312,-1.718,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,139-141",206.9,229.69,58.064707000000006,2.2235,0.226,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,92-94",207.02,229.717,58.068487999999995,2.142,0.333,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,144-146",206.95,229.74,58.071709000000006,2.1705,0.1869,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-3,145-147",206.95,229.74,58.071709000000006,2.24,0.162,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,96-98",207.06,229.757,58.074089,2.173,0.366,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,5-7",207.05,229.84,58.085712,1.792,0.236,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,108-110",207.18,229.877,58.090894,1.682,0.317,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,112-114",207.22,229.917,58.096495000000004,1.706,0.34,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,15-17",207.15,229.94,58.099716,1.715,0.321,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,116-118",207.26,229.957,58.102097,1.838,0.49,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,120-122",207.3,229.997,58.107698,1.674,0.455,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,124-126",207.34,230.037,58.113299,1.673,0.427,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,25-27",207.25,230.04,58.11372,1.803,0.475,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,128-130",207.38,230.078,58.119040999999996,1.714,0.389,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,132-134",207.42,230.123,58.127737,1.679,0.446,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,35-37",207.35,230.14,58.131023,1.858,0.477,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,136-138",207.46,230.167,58.136241,1.832,0.506,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,140-142",207.5,230.212,58.144937,1.851,0.486,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,144-146",207.54,230.256,58.15344,1.761,0.598,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-2,148-150",207.58,230.301,58.162137,1.652,0.467,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,55-57",207.55,230.34,58.169674,1.613,0.496,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,2-4",207.62,230.346,58.170833,1.659,0.608,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,6-8",207.66,230.39,58.179336000000006,1.588,0.418,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,10-12",207.7,230.435,58.188033000000004,1.689,0.556,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,65-67",207.65,230.44,58.188999,1.807,0.512,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,14-16",207.74,230.479,58.196536,1.684,0.604,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,18-20",207.78,230.524,58.205232,1.782,0.559,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,75-77",207.75,230.54,58.208324,1.233,-0.525,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,22-24",207.82,230.569,58.21392899999999,1.827,0.663,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,26-28",207.86,230.613,58.222432,1.743,0.646,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,85-87",207.85,230.64,58.227650000000004,1.664,0.337,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,30-32",207.9,230.658,58.231128,1.693,0.555,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,34-36",207.94,230.702,58.239631,1.655,0.658,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,95-97",207.95,230.74,58.246975,1.648,0.558,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,38-40",207.98,230.747,58.248328,1.672,0.62,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,42-44",208.02,230.792,58.257023999999994,1.525,0.559,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,46-48",208.06,230.836,58.265527,1.603,0.601,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,105-107",208.05,230.84,58.2663,1.755,0.58,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,50-52",208.1,230.881,58.274224000000004,1.646,0.697,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,54-56",208.14,230.925,58.282727,1.539,0.474,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,115-117",208.15,230.94,58.28562599999999,1.535,0.268,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,58-60",208.18,230.97,58.291423,1.499,0.636,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,62-64",208.22,231.015,58.30012,1.441,0.66,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,125-127",208.25,231.04,58.304951,1.578,0.529,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,66-68",208.26,231.059,58.308623,1.607,0.588,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,70-72",208.3,231.104,58.317319000000005,1.501,0.59,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,135-137",208.35,231.14,58.324277,1.598,0.358,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,74-76",208.34,231.148,58.325823,1.649,0.382,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,78-80",208.38,231.193,58.334519,1.571,0.591,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-4,145-147",208.45,231.24,58.343602,1.465,0.498,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,90-92",208.5,231.328,58.360608,1.732,0.649,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-5,5-7",208.55,231.34,58.362927000000006,1.809,0.261,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,94-96",208.54,231.374,58.369498,1.902,0.537,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-23H-3,98-100",208.58,231.42,58.378388,1.69,0.643,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-12H-5,15-17",208.65,231.44,58.382253,1.588,-0.098,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
